StockCode,Description,Revenue,Units_Sold,Avg_Unit_Price
23437,GIFT BAG LARGE 50'S CHRISTMAS,30.0,24,1.25
23438,GIFT BAG LARGE SPOT,120.0,96,1.25
23438,RED SPOT GIFT BAG LARGE,2089.92,1713,1.3771844660194175
23439,HAND WARMER RED LOVE HEART,8855.51,3986,2.2266262135922332
23440,PAINT YOUR OWN EGGS IN CRATE,299.36,164,2.022
23441,HAND PAINTED HANGING EASTER EGG,9.24,22,0.42
23442,12 HANGING EGGS HAND PAINTED,83.2,40,2.08
23444,Next Day Carriage,1200.0,79,15.189873417721518
23445,ICE CREAM BUBBLES,2161.24,2668,0.8659803921568627
23446,BLUE BUNNY EASTER EGG BASKET,230.25,157,1.5833333333333333
23447,PINK BUNNY EASTER EGG BASKET,231.9,158,1.5999999999999999
23448,CREAM BUNNY EASTER EGG BASKET,41.24999999999999,25,1.6499999999999997
23449,SET OF 6 EASTER RAINBOW CHICKS,15.0,12,1.25
23451,SQUARE MINI PORTRAIT FRAME,556.17,277,2.273396226415094
23452,HEART MINI PORTRAIT FRAME,1021.76,518,2.07183908045977
23453,OVAL  MINI PORTRAIT FRAME,615.98,316,1.9883673469387753
23454,SET OF 3 MINI HANGING PORTRAITS,123.2,32,3.95
23454,THREE MINI HANGING FRAMES,610.0,142,4.540566037735849
23455,SMALL PARLOUR FRAME,106.98000000000002,42,2.6900000000000004
23455,SMALL PARLOUR PICTURE FRAME,462.45,165,2.8782352941176472
23456,MEDIUM PARLOUR FRAME,84.1,22,3.95
23456,MEDIUM PARLOUR PICTURE FRAME,550.0,136,4.126470588235295
23457,LARGE PARLOUR FRAME,122.85,27,4.725
23457,LARGE PARLOUR PICTURE FRAME,427.03000000000003,85,5.135862068965517
23458,DOLLY CABINET 3 DRAWERS,762.4499999999999,51,14.95
23459,DOLLY CABINET 2 DRAWERS,412.5,33,12.5
23460,SWEETHEART WALL TIDY,1007.0799999999999,108,9.900930232558139
23461,SWEETHEART BIRD HOUSE,3041.21,847,4.551500000000001
23462,ROCOCO WALL MIROR,39.9,2,19.95
23462,ROCOCO WALL MIRROR WHITE,1567.1399999999999,78,20.713555555555555
23463,VINTAGE ZINC WATERING CAN,139.39999999999998,13,11.206249999999999
23464,VINTAGE ZINC WATERING CAN SMALL,99.2,18,6.2125
23465,TUSCAN VILLA BIRD FEEDER,148.63,17,9.181111111111111
23465,TUSCAN VILLA FEEDING STATION,99.0,12,8.25
23466,TUSCAN VILLA DOVECOTE,99.0,12,8.25
23466,TUSCAN VILLA DOVECOTE BIRD FEEDER,399.03,43,10.403478260869566
23467,VINTAGE ZINC PLANTER,120.08,32,4.366363636363636
23468,TUSCAN VILLA BIRD TABLE,156.75,19,8.25
23469,CARD HOLDER LOVE BIRD SMALL,1355.24,332,4.643611111111111
23470,CARD HOLDER LOVE BIRD LARGE,1460.5,232,6.810714285714286
23471,SIX DRAWER OFFICE TIDY,616.79,65,10.162592592592592
23472,NINE DRAWER OFFICE TIDY,894.42,58,16.09060606060606
23473,WOODLAND SMALL RED FELT HEART,552.02,678,0.9533333333333333
23474,WOODLAND SMALL BLUE FELT HEART,270.96000000000004,312,1.0405263157894737
23475,WOODLAND SMALL PINK FELT HEART,242.18,286,0.959032258064516
23476,WOODLAND LARGE RED FELT HEART,264.72,205,1.4700000000000002
23477,WOODLAND LARGE BLUE FELT HEART,123.47,92,1.7153846153846155
23478,WOODLAND LARGE PINK FELT HEART,324.40000000000003,285,1.5130769230769232
23479,WIRE EGG BASKET,872.38,113,8.26659090909091
23480,MINI LIGHTS WOODLAND MUSHROOMS,6719.14,1798,4.428761467889909
23481,PEARLISED IVORY HEART SMALL,281.17,228,1.28125
23482,PEARLISED IVORY HEART LARGE,661.02,418,1.765897435897436
23483,HANGING  BUTTERFLY T-LIGHT HOLDER,1636.36,1328,2.409054054054054
23484,HEART TRELLIS TRIPLE T-LIGHT HOLDER,395.11,129,3.8125806451612902
23484,HEART TRELLISTRIPLE T-LIGHT HOLDER,152.24,56,2.81
23485,BOTANICAL GARDENS WALL CLOCK,5843.92,262,24.791807228915662
23486,ANTIQUE HEART SHELF UNIT,4145.47,275,17.8127027027027
23487,SWEET HEART CAKE CARRIER,795.5799999999999,80,10.365454545454545
23489,"GARLAND, VINTAGE BELLS",265.88,92,2.89
23489,VINTAGE BELLS GARLAND,2443.35,821,3.24283870967742
23490,T-LIGHT HOLDER HANGING LOVE BIRD,2032.77,542,3.961287128712871
23491,VINTAGE JINGLE BELLS HEART,1897.76,228,8.462151898734177
23492,VINTAGE JINGLE BELLS WREATH,635.38,76,8.549285714285714
23493,VINTAGE DOILY TRAVEL SEWING KIT,8497.98,3964,2.156320754716981
23494,VINTAGE DOILY DELUXE SEWING KIT,5354.01,809,6.812864077669903
23495,SET OF 3 PANTRY WOODEN SPOONS,306.66,225,1.7221951219512195
23496,PANTRY KITCHEN THERMOMETER,154.52,112,1.562258064516129
23497,CLASSIC CHROME BICYCLE BELL,3578.62,2498,1.6264141414141413
23497,CLASSIC CROME BICYCLE BELL,77.4,60,1.35
23498,CLASSIC BICYCLE CLIPS,2372.68,1640,1.657941176470588
23499,SET 12 VINTAGE DOILY CHALK,586.23,1312,0.4831858407079646
23500,KEY RING BASEBALL BOOT ASSORTED,2038.33,1626,1.3861764705882351
23501,KEY RING BASEBALL BOOT UNION JACK,2217.87,1821,1.4955263157894738
23502,PLAYING CARDS VINTAGE DOILEY,16.25,13,1.25
23502,PLAYING CARDS VINTAGE DOILY,880.16,701,1.3027956989247311
23503,PLAYING CARDS KEEP CALM & CARRY ON,4860.55,3643,1.279298245614035
23504,PLAYING CARDS JUBILEE UNION JACK,2848.8900000000003,1927,1.3483410138248846
23505,PLAYING CARDS I LOVE LONDON,1651.29,1200,1.3546153846153848
23506,MINI PLAYING CARDS SPACEBOY,1129.1200000000001,2723,0.46264900662251657
23507,MINI PLAYING CARDS BUFFALO BILL,1155.67,2882,0.4734645669291338
23508,MINI PLAYING CARDS DOLLY GIRL,1163.45,2627,0.4665625
23509,MINI PLAYING CARDS FUN FAIR,451.46000000000004,1062,0.4865151515151515
23510,MINI PLAYING CARDS GYMKHANA,1118.8,2521,0.4972
23511,EMBROIDERED RIBBON REEL EMILY,1252.01,571,2.3309090909090906
23512,EMBROIDERED RIBBON REEL ROSIE,975.24,500,2.3164912280701753
23513,EMBROIDERED RIBBON REEL SUSIE,1114.26,566,2.306
23514,EMBROIDERED RIBBON REEL SALLY,977.39,478,2.349189189189189
23515,EMBROIDERED RIBBON REEL DAISY,1164.98,579,2.3925
23516,EMBROIDERED RIBBON REEL SOPHIE,1058.6,296,3.848181818181818
23517,EMBROIDERED RIBBON REEL REBECCA,996.38,334,3.4480952380952385
23518,EMBROIDERED RIBBON REEL RACHEL,980.41,361,3.0959090909090907
23519,EMBROIDERED RIBBON REEL CLAIRE,792.31,224,4.484583333333333
23520,EMBROIDERED RIBBON REEL RUBY,600.55,167,3.9675
23521,CAT AND BIRD WALL ART,323.64,270,2.005
23521,WALL ART CAT AND BIRD,469.73,143,4.424
23522,DOG AND BALL WALL ART,425.87999999999994,252,2.26
23522,WALL ART DOG AND BALL,301.56,102,3.883571428571429
23523,TREASURE AHOY WALL ART,833.46,270,3.585
23523,WALL ART TREASURE AHOY,340.35,90,4.158399999999999
23524,HORSE & PONY WALL ART,797.3100000000001,256,3.594705882352941
23524,WALL ART HORSE & PONY,760.32,225,4.593478260869565
23525,BUFFALO BILL WALL ART,852.72,248,3.6925
23525,WALL ART BUFFALO BILL,1011.1,334,4.367837837837838
23526,DOG LICENCE WALL ART,2081.64,408,5.745172413793104
23526,WALL ART DOG LICENCE,3939.76,604,8.880260869565218
23527,ANIMALS AND NATURE WALL ART,923.97,267,3.6958823529411764
23527,WALL ART ANIMALS AND NATURE,504.59,153,4.163870967741936
23528,SPACEBOY WALL ART,885.9000000000001,306,3.582307692307692
23528,WALL ART SPACEBOY,618.59,173,5.19972972972973
23529,DOLLY GIRL WALL ART,1055.94,318,3.6090909090909093
23529,WALL ART DOLLY GIRL,956.0500000000002,319,4.647307692307693
23530,WALL ART ONLY ONE PERSON,4406.57,1050,5.584883720930232
23530,"WALL ART,ONLY ONE PERSON",29.700000000000003,6,4.95
23531,WALL ART BIG LOVE,5538.26,976,7.661681415929204
23532,WALL ART WORK REST AND PLAY,901.58,210,5.301612903225807
23533,WALL ART GARDEN HAVEN,998.64,215,6.166944444444445
23534,STOP FOR TEA WALL ART,2572.7,518,5.775853658536586
23534,WALL ART STOP FOR TEA,6036.2,869,7.867545454545455
23535,BICYCLE SAFTEY WALL ART,2371.94,458,5.782307692307692
23535,WALL ART BICYCLE SAFETY,5954.15,845,7.849252873563218
23535,WALL ART BICYCLE SAFTEY,114.15,21,5.75
23536,VILLAGE SHOW WALL ART,2072.42,386,5.735555555555556
23536,WALL ART VILLAGE SHOW,1369.71,240,7.079253731343283
23537,I LOVE LONDON WALL ART,59.400000000000006,12,4.95
23537,WALL ART I LOVE LONDON,521.73,99,7.0649999999999995
23538,WALL ART VINTAGE HEART,1329.54,331,5.7790625
23539,"WALL ART , LOVES' SECRET",47.6,8,5.95
23539,WALL ART LOVES' SECRET,1180.35,239,6.626250000000001
23540,"WALL ART , THE MAGIC FOREST",13.9,2,6.95
23540,WALL ART THE MAGIC FOREST,933.16,148,8.537692307692309
23541,"WALL ART ,PUDDINGS",61.2,8,7.85
23541,WALL ART CLASSIC PUDDINGS,6762.71,864,9.736866666666666
23542,70'S ALPHABET WALL ART,1043.1,150,7.986
23542,WALL ART 70'S ALPHABET,2757.06,356,10.14864864864865
23543,KEEP CALM WALL ART,2015.97,269,7.9465
23543,WALL ART KEEP CALM,4994.790000000001,967,8.668470588235293
23544,WALL ART MID CENTURY MODERN,1015.78,164,7.523000000000001
23545,WRAP RED DOILEY,159.6,380,0.42
23545,WRAP RED VINTAGE DOILY,866.0,2100,0.41884057971014493
23546,WRAP PAISLEY PARK,1365.0,3250,0.42
23547,WRAP FLOWER SHOP,661.5,1575,0.42
23548,WRAP MAGIC FOREST,451.5,1075,0.42
23549,WRAP BIRD GARDEN,548.1,1305,0.42
23550,WRAP ALPHABET POSTER,763.1,1855,0.41875
23551,PACK OF 12 PAISLEY PARK TISSUES,839.8399999999999,1840,0.5168115942028985
23552,BICYCLE PUNCTURE REPAIR KIT,3881.91,1863,2.2640650406504066
23553,LANDMARK FRAME CAMDEN TOWN,6444.65,568,13.30220588235294
23554,LANDMARK FRAME OXFORD STREET,4805.53,422,13.047017543859647
23555,LANDMARK FRAME NOTTING HILL,4780.57,421,12.897450980392156
23556,LANDMARK FRAME COVENT GARDEN,4937.01,436,12.61811320754717
23557,LANDMARK FRAME BAKER STREET,3930.27,350,13.181875
23558,LANDMARK FRAME LONDON BRIDGE,4703.87,415,13.125384615384615
23559,WOODLAND BUNNIES LOLLY MAKERS,1482.41,649,2.8688709677419357
23560,SET OF 6 RIBBONS COUNTRY STYLE,499.18,172,3.543846153846154
23561,SET OF 6 RIBBONS PARTY,476.0,170,3.40875
23562,SET OF 6 RIBBONS PERFECTLY PRETTY,724.59,251,3.2853488372093027
23564,EGG CUP MILKMAID INGRID,841.31,644,1.7567105263157894
23565,EGG CUP MILKMAID HELGA,586.31,410,1.8453968253968254
23566,EGG CUP MILKMAID HEIDI,1156.93,881,1.769759036144578
23567,EGG CUP HENRIETTA HEN PINK,291.58,211,1.823157894736842
23568,EGG CUP HENRIETTA HEN CREAM,787.52,630,1.7454166666666666
23569,TRADTIONAL ALPHABET STAMP SET,4717.66,954,5.3034693877551025
23570,TRADITIONAL PICK UP STICKS GAME,4931.87,2772,1.431118881118881
23571,TRADITIONAL NAUGHTS & CROSSES,6406.91,2841,1.8921374045801527
23574,PACKING CHARGE,105.0,14,7.5
23575,SNACK TRAY PAISLEY PARK,367.34999999999997,179,2.5823529411764703
23576,SNACK TRAY RED VINTAGE DOILY,400.03999999999996,198,2.4010526315789473
23578,SNACK TRAY RED GINGHAM,125.72,60,2.417142857142857
23579,SNACK TRAY I LOVE LONDON,358.75,169,2.6265714285714283
23580,SNACK TRAY HAPPY FOREST,234.92,116,2.2116
23581,JUMBO BAG PAISLEY PARK,11581.83,5020,2.256289855072464
23582,VINTAGE DOILY JUMBO BAG RED,10206.41,4802,2.2147709923664123
23583,LUNCH BAG PAISLEY PARK,5497.33,3385,1.8020481927710843
23597,PAPER BUNTING PAISLEY PARK,679.07,249,3.186129032258065
23598,PAPER BUNTING VINTAGE PARTY,1215.53,427,3.2351063829787234
23601,SET 10 CARDS SNOWY SNOWDROPS  17100,19.92,8,2.49
23602,SET 10 CARDS 3 WISE MEN 17107,2.91,1,2.91
23603,SET 10 CARD KRAFT REINDEER 17084,49.800000000000004,20,2.4899999999999998
23604,SET 10 MINI SANTA & SNOWMAN  17087,6.64,4,1.66
23605,SET 10 CARDS 12 DAYS OF XMAS 17059,11.64,4,2.91
23607,SET 10 CARDS HATS & STOCKINGS 17081,13.28,8,1.66
23608,SET 10 CARDS RUDOLPHS NOSE 17097,11.64,4,2.91
23609,SET 10 CARDS SNOWY ROBIN 17099,2.91,1,2.91
23610,SET 10 CARDS CHRISTMAS ROBIN 17095,6.24,3,2.08
23611,SET 10 CARDS RED RIDING HOOD 17214,99.60000000000001,40,2.49
23612,SET 10 MINICARDS CUTE SNOWMAN 17071,8.299999999999999,5,1.66
23613,SET 10 XMAS CARDS & BADGES 17070,27.39,11,2.49
23614,SET 10 CARDS 12 DAYS WRAP  17058,86.58,26,3.33
23615,SET 10 CARDS PRINTED GRAPHIC 17219,9.96,4,2.49
23616,SET 10 CARDS JINGLE BELLS 17217,19.92,8,2.4899999999999998
23617,SET 10 CARDS SWIRLY XMAS TREE 17104,5.82,2,2.91
23619,SET 10 CARDS POINSETTIA 17093,9.96,4,2.49
23620,SET 10 CARDS PERFECT POST 17090,24.900000000000002,10,2.4899999999999998
23621,SET 10 CARDS DAVID'S MADONNA 17074,14.940000000000001,6,2.49
23623,SET 10 CARD CHRISTMAS WELCOME 17112,23.28,8,2.91
23624,SET 10 CARD PERFECT NATIVITY 17089,9.96,4,2.49
23625,SET 6 CARDS SPARKLY REINDEER 17262,44.910000000000004,9,4.99
23626,SET 10 CARDS DINKY TREE 17076,107.07000000000001,43,2.49
23627,SET 10 CARDS XMAS GRAPHIC  17218,17.43,7,2.49
23628,SET 10 CARDS TRIANGLE ICONS  17220,2.91,1,2.91
23629,SET 10 CARDS DRESSING UP 17077,59.760000000000005,24,2.49
23630,SET 10 CARDS HANGING BAUBLES 17080,5.48,2,2.74
23632,SET 10 CARDS CHEERFUL ROBIN 17065,31.200000000000003,15,2.08
23633,SET 10 CARDS WORLD CHILDREN 17067,7.470000000000001,3,2.49
23634,SET 10 CARDS XMAS CHOIR 17068,14.55,5,2.91
23635,SET 10 CARDS CHRISTMAS HOLLY  17259,12.48,3,4.16
23636,SET 10 CARDS WISHING TREE 17116,26.19,9,2.91
23637,SET 10 CARDS OUT OF ORDER 17216,27.39,11,2.49
23638,SET 10 CARDS ROBIN WATERPUMP  17096,5.82,2,2.91
23639,SET 10 CARDS MAGICAL TREE 17086,13.32,4,3.33
23640,SET 10 CARDS SCOTTIE DOG 17211,22.410000000000004,9,2.49
23643,SET 10 CARDS CHRISTMAS BAUBLE 16954,3.33,1,3.33
23644,SET 10 CARDS CHRISTMAS TREE 16955,16.65,5,3.3299999999999996
23645,SET 10 CHRISTMAS CARDS HOHOHO 16956,22.410000000000004,9,2.49
23646,SET 10 CARDS JINGLE BELLS 16957,19.92,8,2.49
23649,SET 10 CARDS DECK THE HALLS 16960,4.98,2,2.49
23650,SET 10 CARDS FILIGREE BAUBLE 16961,9.96,4,2.49
23652,SET 10 CARD CHRISTMAS STAMPS 16963,5.82,2,2.91
23654,SET 10 CARD SNOWMAN 16965,12.450000000000001,5,2.49
23660,HENRIETTA HEN MUG,534.66,306,2.2404761904761905
23661,MILK MAIDS MUG,393.59,219,2.2335294117647058
23664,FLOWER SHOP DESIGN MUG,1.65,1,1.65
23681,LUNCH BAG RED VINTAGE DOILY,2525.04,1576,1.8662406015037591
23691,KEEP CALM BIRTHDAY WRAP,21.0,50,0.42
23691,WRAP KEEP CALM BIRTHDAY,460.5,1125,0.4183333333333333
23692,WRAP A PRETTY THANK YOU,21.0,50,0.42
23694,PAISLEY PARK CARD,165.08,376,0.5885365853658536
23695,DOILY THANK YOU CARD,313.24,741,0.5042105263157894
23697,A PRETTY THANK YOU CARD,194.58,456,0.5208333333333334
23702,High Resolution Image,27.0,4,8.5
23843,"PAPER CRAFT , LITTLE BIRDIE",168469.6,80995,2.08
35001G,HAND OPEN SHAPE GOLD,677.34,198,3.6971875
35001W,HAND OPEN SHAPE DECO.WHITE,270.02,92,3.0840000000000005
35004B,SET OF 3 BLACK FLYING DUCKS,2934.81,577,6.268839285714286
35004C,SET OF 3 COLOURED  FLYING DUCKS,1888.1,394,5.244871794871795
35004G,SET OF 3 GOLD FLYING DUCKS,454.65,127,5.35
35004P,SET OF 3 PINK FLYING DUCKS,5.45,1,5.45
35095A,BLUE VICTORIAN FABRIC OVAL BOX,388.57,925,0.6903
35095B,RED VICTORIAN FABRIC OVAL BOX,352.25,862,0.6579591836734694
35241,ENAMEL BLUE RIM BISCUIT BIN,530.49,103,5.912272727272727
35265,COLOURFUL FLOWER FRUIT BOWL,52.2,17,2.2875
35271S,GOLD PRINT PAPER BAG,3.6100000000000003,19,0.19
35400,WOODEN BOX ADVENT CALENDAR,89.5,10,8.95
35443,RASTA IN BATH W SPLIFF ASHTRAY,6.8,8,0.85
35471D,SET OF 3 BIRD LIGHT PINK FEATHER,979.11,1848,0.9135497835497836
35591T,TURQUOISE CHRISTMAS TREE,6.25,5,1.25
35597A,DUSTY PINK CHRISTMAS TREE 30CM,1.25,1,1.25
35597B,BLACKCHRISTMAS TREE 30CM,1.25,1,1.25
35597D,PINK/WHITE CHRISTMAS TREE 30CM,17.479999999999997,46,0.38
35598A,DUSTY PINK CHRISTMAS TREE 60CM,26.550000000000004,9,2.95
35598B,BLACK CHRISTMAS TREE 60CM,460.64,558,1.9308
35598C,WHITE CHRISTMAS TREE 60CM,5.9,2,2.95
35598D,PINK/WHITE CHRISTMAS TREE 60CM,493.01,684,1.4949999999999999
35599B,BLACK CHRISTMAS TREE 120CM,551.13,217,3.4596296296296294
35599D,PINK AND WHITE CHRISTMAS TREE 120CM,553.07,201,4.017058823529412
35607A,PINK FLUFFY CHRISTMAS DECORATION,7.82,26,0.9099999999999999
35607B,BLACK FEATHER CHRISTMAS DECORATION,18.240000000000002,96,0.19
35609A,PINK FEATHER CHRISTMAS DECORATION,2.51,1,2.51
35610A,PINK CHRISTMAS FLOCK DROPLET,15.02,10,2.09
35610B,BLACK CHRISTMAS FLOCK DROPLET,30.0,24,1.25
35610C,WHITE CHRISTMAS FLOCK DROPLET,32.51,25,1.88
35637A,IVORY STRING CURTAIN WITH POLE,440.62,170,4.99
35637C,PINK STRING CURTAIN WITH POLE,100.86,30,6.212222222222222
35638A,PINK AND BLACK STRING CURTAIN,82.1,38,3.55
35638B,PINK/BLUE STRING CURTAIN,128.32999999999998,57,5.386
35645,VINTAGE BEAD PINK JEWEL BOX,17.0,4,4.25
35646,VINTAGE BEAD PINK EVENING BAG,937.25,619,2.0357291666666666
35647,VINTAGE BEAD PINK SHADE,16.25,13,1.25
35648,VINTAGE BEAD PINK PURSE,1066.66,979,1.466946564885496
35649,VINTAGE BEAD COSMETIC BAG,156.85,57,2.699444444444444
35650,VINTAGE BEAD PINK JEWEL STAND,4.95,1,4.95
35651,VINTAGE BEAD PINK SCARF,985.8399999999999,451,2.9
35653,VINTAGE BEAD NOTEBOOK,433.19,150,3.3453846153846154
35809A,ENAMEL PINK TEA CONTAINER,488.06,420,1.9277777777777778
35809B,ENAMEL BLUE RIM TEA CONTAINER,9.18,8,1.6766666666666667
35809a,ENAMEL PINK TEA CONTAINER,37.33,9,4.147777777777778
35810A,ENAMEL PINK COFFEE CONTAINER,640.09,633,1.6557894736842105
35810B,ENAMEL BLUE RIM COFFEE CONTAINER,174.09,152,1.6965384615384616
35815P,"ACRYLIC JEWEL SNOWFLAKE, PINK",63.28,162,0.724
35816P,"ACRYLIC JEWEL ANGEL,PINK",29.64,78,0.38
35817P,"ACRYLIC JEWEL SNOWFLAKE,PINK",15.3,6,2.55
35817P,PINK ACRYLIC JEWEL SNOWFLAKE,4.5600000000000005,12,0.38
35818B,"ACRYLIC JEWEL ICICLE, BLUE",11.78,31,0.38000000000000006
35818P,"ACRYLIC JEWEL ICICLE, PINK",105.83,263,0.69
35819B,"ACRYLIC HANGING JEWEL,BLUE",106.05,268,0.5359259259259259
35819P,"ACRYLIC HANGING JEWEL,PINK",66.55,95,0.5042857142857143
35833G,4 GOLD FLOCK CHRISTMAS BALLS,6.72,2,3.36
35833P,4 PINK FLOCK CHRISTMAS BALLS,88.47,49,2.2954545454545454
35909A,RABBIT EASTER DECORATION,23.6,8,2.9500000000000006
35909B,PINK FLOWERS RABBIT EASTER,23.6,8,2.95
35910A,MULTICOLOUR EASTER RABBIT,39.0,20,1.95
35910B,PINK FLOWERS RABBIT EASTER,25.349999999999998,13,1.95
35911A,MULTICOLOUR RABBIT EGG WARMER,292.07,319,0.973
35911B,PINK/FLOWER RABBIT EGG WARMER,100.75999999999999,119,1.142
35912B,WHITE/PINK CHICK DECORATION,301.26,252,1.685
35913B,WHITE/PINK CHICK EASTER DECORATION,35.48,36,1.0939999999999999
35914,PINK CHICK EGG WARMER + EGG CUP,218.81,195,1.111
35915B,BLUE KNITTED HEN,257.21999999999997,220,1.0595999999999999
35915C,PEACH KNITTED HEN,316.46,315,1.0498333333333332
35916A,YELLOW FELT HANGING HEART W FLOWER,67.39,87,0.7927586206896551
35916B,BLUE FELT HANGING HEART W FLOWER,26.11,16,1.645
35916B,BLUE FELT HANGING HEART WITH FLOWER,50.57,75,0.7040000000000001
35916C,PINK FELT HANGING HEART W FLOWER,107.72,106,0.8879999999999999
35920,FOUR RABBIT EASTER DECORATIONS,104.84,72,1.992
35921,EASTER BUNNY HANGING GARLAND,133.23,68,3.0243478260869567
35922,EASTER BUNNY WREATH,138.6,28,4.95
35923,CANDY HEART HANGING DECORATION,690.52,1318,0.7807936507936507
35924,HANGING FAIRY CAKE DECORATION,1484.3,820,2.546081081081081
35933,PINK STOCKING CHRISTMAS DECORATION,92.21,226,0.6473684210526316
35953,FOLKART STAR CHRISTMAS DECORATIONS,1633.6699999999998,3581,0.588358208955224
35954,SMALL FOLKART STAR CHRISTMAS DEC,350.48,1245,0.860909090909091
35957,SMALLFOLKART BAUBLE CHRISTMAS DEC,361.81,688,1.430731707317073
35958,FOLKART ZINC STAR CHRISTMAS DEC,10.2,12,0.85
35961,FOLKART ZINC HEART CHRISTMAS DEC,2629.81,2986,1.1341129032258064
35964,FOLKART CLIP ON STARS,404.08,783,0.8463366336633662
35965,FOLKART HEART NAPKIN RINGS,551.13,366,2.3904347826086956
35966,FOLKART CHRISTMAS TREE T-LIGHT HOLD,10.260000000000002,27,0.38
35967,FOLK ART METAL STAR T-LIGHT HOLDER,252.33,485,0.7286567164179104
35968,FOLK ART METAL HEART T-LIGHT HOLDER,82.1,163,0.43631578947368416
35970,ZINC FOLKART SLEIGH BELLS,9512.73,5050,2.4164301075268813
35971,ROSE FOLKART HEART DECORATIONS,600.93,462,1.8164835164835167
35972,DAISY FOLKART HEART DECORATION,120.0,96,1.25
37327,ASSTD MULTICOLOUR CIRCLES MUG,840.0799999999999,1578,1.6527710843373495
37330,BIG POLKADOT MUG,2.34,6,0.39
37333,"RETRO ""TEA FOR ONE""",120.99,21,5.608823529411764
37340,MULTICOLOUR SPRING FLOWER MUG,1695.86,2544,2.6641176470588235
37342,POLKADOT COFFEE CUP & SAUCER PINK,1489.01,1570,1.5553636363636365
37343,POLKADOT MUG PINK,123.3,72,2.210769230769231
37351,ORANGE FLOWER MUG,9.06,10,0.8200000000000001
37370,RETRO COFFEE MUGS ASSORTED,3839.0099999999998,2567,5.427469135802469
37379A,PINK CHERRY BLOSSOM CUP & SAUCER,7.5,6,1.25
37413,ICON MUG REVOLUTIONARY,284.49,703,0.4107228915662651
37423,WHITE WITH BLACK CATS PLATE,33.18,78,0.5433333333333333
37444A,YELLOW BREAKFAST CUP AND SAUCER,66.35000000000001,53,2.036666666666667
37444B,BLUE BREAKFAST CUP AND SAUCER,11.8,4,2.9500000000000006
37444C,PINK BREAKFAST CUP AND SAUCER,42.27,21,2.47
37446,MINI CAKE STAND WITH HANGING CAKES,1976.09,1354,1.7795212765957447
37447,CERAMIC CAKE DESIGN SPOTTED PLATE,1313.28,820,2.1011304347826085
37448,CERAMIC CAKE DESIGN SPOTTED MUG,2206.63,1451,1.7963157894736843
37449,CERAMIC CAKE STAND + HANGING CAKES,5117.29,563,9.906493506493506
37450,CERAMIC CAKE BOWL + HANGING CAKES,2117.54,714,3.6647058823529415
37461,FUNKY MONKEY MUG,1.25,1,1.25
37462E,"PET MUG, GOLDFISH",13.1,36,0.6383333333333333
37464,ROBOT MUG IN DISPLAY BOX,3.75,3,1.25
37467,PIG MUG IN TWO COLOUR DESIGNS,130.26999999999998,159,1.4352941176470588
37468,HARDMAN MUG 3 ASSORTED,32.03,64,0.9338461538461539
37471,MULTICOLOUR POLKADOT PLATE,30.43,29,2.776666666666667
37474,SET/4 2 TONE EGG SHAPE MIXING BOWLS,9.95,1,9.95
37475,SET/4 COLOURFUL MIXING BOWLS,661.9799999999999,70,9.826279069767441
37476,CONDIMENT TRAY 4 BOWLS AND 4 SPOONS,399.02,37,11.486666666666666
37479B,CUBIC MUG FLOCK BLUE ON BROWN,78.08999999999999,131,1.572857142857143
37479P,CUBIC MUG FLOCK PINK ON BROWN,142.23,163,2.233636363636364
37482P,CUBIC MUG PINK POLKADOT,349.35,494,2.7468749999999997
37487B,YELLOW/ORANGE FLOWER DESIGN PLATE,19.72,68,0.29
37488A,YELLOW PINK FLOWER DESIGN BIG BOWL,10.92,28,0.38999999999999996
37489A,YELLOW/PINK FLOWER DESIGN BIG MUG,14.43,33,0.494
37489B,BLUE/YELLOW FLOWER DESIGN BIG MUG,16.77,31,0.65
37489C,GREEN/BLUE FLOWER DESIGN BIG MUG,13.65,23,0.78
37489D,PINK/GREEN FLOWER DESIGN BIG MUG,17.16,40,0.48176470588235293
37491A,YELLOW/PINK CERAMIC CANDLE HOLDER,19.81,6,3.3075
37491B,BLUE/YELLOW CERAMIC CANDLE HOLDER,6.6,4,1.65
37491C,GREEN/BLUE CERAMIC CANDLE HOLDER,13.2,8,1.65
37491D,PURPLE/BLUE CERAMIC CANDLE HOLDER,9.879999999999999,4,2.4699999999999998
37495,FAIRY CAKE BIRTHDAY CANDLE SET,1622.24,440,4.016630434782608
37500,TEA TIME TEAPOT IN GIFT BOX,2360.68,380,7.21141592920354
37501,TEA TIME TEA SET IN GIFT BOX,906.83,133,6.676530612244897
37509,NEW ENGLAND MUG W GIFT BOX,5.1,2,2.55
40001,WHITE BAMBOO RIBS LAMPSHADE,675.2299999999999,821,1.084642857142857
40003,WHITE BAMBOO RIBS LAMPSHADE,179.23000000000002,155,1.6380000000000001
40005B,BLUE ORGANDY ROUND LAMPSHADE W BEA,10.2,12,0.85
40016,CHINESE DRAGON PAPER LANTERNS,2136.34,5556,2.2792783505154635
40046A,RED DAISY PAPER LAMPSHADE,62.5,50,1.25
44089A,PINK GAUZE BUTTERFLY LAMPSHADE,6.3,15,0.42
44089C,LILAC GAUZE BUTTERFLY LAMPSHADE,10.08,24,0.42
